term,invariant,mean_boot_1,mean_boot_2,sd_boot_1,sd_boot_2,mean_boot_difference,sd_boot_difference,mean_boot_fit,sd_boot_fit,n_boot,mean_random_1,mean_random_2,sd_random_1,sd_random_2,mean_random_difference,sd_random_difference,mean_random_fit,sd_random_fit,n_random,d_boot_low,d_boot,d_boot_high,d_random_low,d_random,d_random_high,type,run_number,computer
lv =~ q1,FALSE,0.653640213697882,0.652773763905959,0.0520690227046848,0.0522959039510506,0.000866449791922669,0.0627571103264024,0.935090665979488,0.0292131578294832,968,0.643452939851777,0.643937241095595,0.0509060189450013,0.0490435017270981,-0.000484301243817492,0.0533518612732599,0.969877549146853,0.0169839208066845,556,-0.0724887606583142,0.0166041940008034,0.105692856371615,-0.127238571579883,-0.0096892346506436,0.107864466259002,Small Loadings,1,computer11
lv =~ q1,TRUE,0.647584913275912,0.640680080555637,0.0490636201758905,0.0594158542213267,0.00690483272027455,0.0565738062770283,0.996383905919185,0.00353919764737661,32,0.646015118902212,0.647163891752697,0.048497543204361,0.047949588092807,-0.00114877285048509,0.0494029007207841,0.998042387220267,0.00299371184131363,444,,,,-0.155363554090131,-0.0238214303574869,0.107734133822996,Small Loadings,1,computer11
lv =~ q2,FALSE,0.387994950308439,0.391565006025031,0.123706501638666,0.124934717174949,-0.00357005571659197,0.229821671923656,0.944790895155422,0.0266178381570443,935,0.385283357729635,0.384336111251687,0.0678335024014737,0.0687614869833789,0.000947246477947994,0.0933068866819641,0.970260179684419,0.0167698842207764,555,-0.119364810003969,-0.0287161732751329,0.0619401485300219,-0.103792130070108,0.0138690975888742,0.131524067477714,Small Loadings,1,computer11
lv =~ q2,TRUE,0.396223956728225,0.383756346587025,0.12984823672927,0.112356251486935,0.0124676101412001,0.21889554421624,0.996347932049101,0.00344108762770721,65,0.388396824978792,0.387421348373736,0.0688225679270765,0.0641362838686975,0.000975476605056422,0.0922531169260105,0.997979622182739,0.00305067172730049,445,,,,-0.116737926032138,0.0146642550506646,0.14605818060306,Small Loadings,1,computer11
lv =~ q3,FALSE,0.587150806750588,0.579783227652299,0.0781219764443798,0.0777291274998873,0.00736757909828852,0.134291462876757,0.94396711029378,0.0258244191163206,947,0.583016128805342,0.581698315912805,0.0538799648459554,0.0579617323795016,0.00131781289253709,0.079225352179102,0.969754212618531,0.0169209173113534,550,0.00441160385156816,0.0945460828443953,0.184655604181918,-0.094649736821271,0.023550002696095,0.141739020093938,Small Loadings,1,computer11
lv =~ q3,TRUE,0.588551167711216,0.599536079474952,0.0719165184943821,0.0674894115403071,-0.010984911763736,0.109786595020703,0.995923519160236,0.00348524546818847,53,0.583682248432414,0.589471448753649,0.0621357121165226,0.0552518798875651,-0.00578920032123507,0.084133313673229,0.997839438891067,0.00314496736100707,450,,,,-0.229180976457549,-0.0984647808091967,0.0323061687006407,Small Loadings,1,computer11
lv =~ q4,FALSE,0.364506754481114,0.368143132085675,0.142630511167552,0.139344238423374,-0.00363637760456134,0.265281040821752,0.953472652039442,0.0246300314197998,898,0.365224839102653,0.369736954450466,0.0698213523603225,0.0673611099162174,-0.00451211534781394,0.0990944837838013,0.970198746997262,0.0163335344011947,546,-0.118287144773189,-0.025790470072123,0.0667133915406395,-0.184411568761332,-0.0657721086010595,0.0528975033184979,Small Loadings,1,computer11
lv =~ q4,TRUE,0.412479128629396,0.337242203392718,0.136854613414778,0.140574761150815,0.0752369252366778,0.262683317070779,0.996969249186358,0.0032485278045783,102,0.363086322749027,0.368908449812207,0.0721525540162999,0.0661027483531239,-0.00582212706317984,0.0942996290556658,0.997801095334464,0.00312528765443903,454,0.262196990386865,0.542337393544726,0.82118179599338,-0.214264165391529,-0.0841423208303298,0.0460259145114884,Small Loadings,1,computer11
lv =~ q5,FALSE,0.641807296197019,0.639791000606999,0.0660901540673883,0.0683062860929505,0.00201629559002062,0.105540895727939,0.939526051318488,0.0285294974112526,962,0.64054488386552,0.641918564884107,0.059725582731018,0.0567726879201986,-0.00137368101858714,0.0816012183266262,0.970217483309002,0.016774469133061,562,-0.0593744837154743,0.0300011149700384,0.119368910337697,-0.14049574928212,-0.0235752847625761,0.0933556838148873,Small Loadings,1,computer11
lv =~ q5,TRUE,0.65853528344818,0.645928914866891,0.0645546442648625,0.0554434591804785,0.0126063685812895,0.0905557522379081,0.995738573715293,0.00365595487500199,38,0.64412537569105,0.64433054617494,0.0564684921178896,0.0573462643399177,-0.00020517048389035,0.0802502502596484,0.997878598283194,0.0031420860630793,438,,,,-0.13604640241482,-0.00360523343088268,0.128837997746162,Small Loadings,1,computer11
lv =~ q1,FALSE,0.656652263765851,0.657047926735114,0.0703431491394026,0.0715325095121317,-0.000395662969262756,0.109843511028537,0.930801133904093,0.0299896261799504,976,0.662066957809312,0.661195849813093,0.0502420018581633,0.0513318506641125,0.000871107996219917,0.0468203133233202,0.973297033752722,0.0147557145462977,427,-0.0943002643145809,-0.00557740588933812,0.0831468825451552,-0.116993454158292,0.0171512222068739,0.151285835124554,Medium Loadings,1,computer11
lv =~ q1,TRUE,0.66191734603248,0.635988157418552,0.0632816209144154,0.0713083442991592,0.0259291886139278,0.10090902695882,0.995859458911433,0.0036617403033032,24,0.664871002487618,0.664334160370308,0.0508782616107047,0.050978153029043,0.000536842117310428,0.0488955950041366,0.998343333505806,0.00283495579812515,573,,,,-0.105255884611242,0.0105411497360289,0.126333577501148,Medium Loadings,1,computer11
lv =~ q2,FALSE,0.412914643314977,0.409323585511013,0.109885027898637,0.10652528460841,0.00359105780396395,0.19478598568564,0.953248349410502,0.0243087784762736,878,0.3964090667828,0.39824593041853,0.0669492188000075,0.0680727498144256,-0.00183686363572947,0.0911426723864378,0.973557748666589,0.0146006344697302,419,-0.060371656288428,0.0331834936977999,0.126729186220207,-0.162617233123066,-0.0272074250589956,0.108218651533074,Medium Loadings,1,computer11
lv =~ q2,TRUE,0.412453695519748,0.414742309139451,0.101334023122566,0.115064995829623,-0.00228861361970301,0.19489129644679,0.996896320780899,0.00349699852523613,122,0.398356928369392,0.400059520273029,0.0650538517688766,0.064847635252502,-0.00170259190363774,0.0930454682330103,0.998342359994159,0.0028113147149512,581,-0.272042259849108,-0.0211093407285183,0.22986716776761,-0.141206808644781,-0.0262135530135442,0.0887909994254442,Medium Loadings,1,computer11
lv =~ q3,FALSE,0.578600367234469,0.580158513020701,0.0627108340267953,0.0652687214472844,-0.00155814578623245,0.0925639588732895,0.931480448178562,0.0298112811612144,972,0.579277868963422,0.578106665248096,0.0610132399338184,0.0610387599593133,0.00117120371532636,0.0838787645061779,0.973178964725743,0.0147312487723267,418,-0.113250989496387,-0.0243450551023144,0.0645671464845751,-0.116390542398393,0.0191918803583696,0.15476279941346,Medium Loadings,1,computer11
lv =~ q3,TRUE,0.599022255747872,0.583373327901412,0.0493167270004791,0.0697625945913162,0.0156489278464603,0.0835648230355771,0.995334581963467,0.00348582096107876,28,0.582773651100488,0.582079067588983,0.057927406515366,0.0594151758530154,0.000694583511504944,0.083160808952627,0.998218328546802,0.00292111970480953,582,,,,-0.103061070750419,0.011837607046269,0.12673119184046,Medium Loadings,1,computer11
lv =~ q4,FALSE,0.491192121347596,0.49445109232943,0.160809005492738,0.159568807324976,-0.00325897098183497,0.307544861087441,0.956263379832421,0.0226203527617147,831,0.512296351518194,0.51204556193839,0.0602277009200972,0.064386837113229,0.000250789579804814,0.0865681221698496,0.973084792032028,0.0145970070258288,419,-0.116496764491213,-0.0203443961089286,0.0758140993416943,-0.131390199270113,0.00402280529721769,0.13943340424378,Medium Loadings,1,computer11
lv =~ q4,TRUE,0.515215340384806,0.485163648605399,0.161339020141651,0.161029584259526,0.0300516917794068,0.30996292635523,0.996814078028668,0.00359447992037492,169,0.519750797776738,0.51822437867473,0.0605221615965044,0.0606802943236261,0.00152641910200793,0.0865838408890547,0.99823334148578,0.0029875692444546,581,-0.0273762418451132,0.186442957066607,0.399985959179538,-0.0898160498123606,0.0251879021964693,0.140180999336942,Medium Loadings,1,computer11
lv =~ q5,FALSE,0.487563948538154,0.492438684663312,0.0746509088394008,0.0774722960641957,-0.00487473612515769,0.112143289186165,0.93097687897704,0.0299845618638278,978,0.494346797893564,0.495491079220662,0.0641498840738813,0.069436915515221,-0.00114428132709814,0.096081964639158,0.973287649187474,0.0148556523433467,421,-0.152725500987683,-0.0640782967486341,0.0245852951635019,-0.152205275268676,-0.0171182511037509,0.11797896063033,Medium Loadings,1,computer11
lv =~ q5,TRUE,0.501450202495871,0.483167675481574,0.0860195629514724,0.102602881364238,0.0182825270142971,0.133551182392476,0.996374829196497,0.0031411753662061,22,0.493267185779637,0.498378452663841,0.0723056765209646,0.0721457108989668,-0.00511126688420468,0.0980032439777919,0.998292712749999,0.00291686572648704,579,,,,-0.185981148479218,-0.0707679426474525,0.0444758506754396,Medium Loadings,1,computer11
lv =~ q1,FALSE,0.574145829420008,0.568245760701252,0.0902600060403946,0.0887184628926298,0.00590006871875606,0.156320990430678,0.930047855349794,0.0294203033476876,964,0.589303652382036,0.586830472267627,0.048912093439193,0.0499678865769122,0.00247318011440855,0.0487934699107675,0.968242286331202,0.0123464829038606,241,-0.0233786958308233,0.0659280406295003,0.155217671738783,-0.128580857182037,0.0500210283837336,0.228570837819033,Large Loadings,1,computer11
lv =~ q1,TRUE,0.571284379193291,0.555220134459719,0.0910264195235202,0.103095195995449,0.0160642447335714,0.172890434376484,0.992570942914933,0.0062758332774533,36,0.593160957185864,0.59099391411787,0.0467105464516658,0.0455281294302406,0.00216704306799412,0.0461112193258397,0.995895996087236,0.00543559932255267,759,,,,-0.0536480138041203,0.046983871240397,0.147600265626412,Large Loadings,1,computer11
lv =~ q2,FALSE,0.32064962881067,0.323773146540014,0.0832321706149458,0.0832470239886702,-0.00312351772934413,0.126128745288062,0.935698221303192,0.0267982792913974,951,0.315716710111589,0.320255279003557,0.0769417842548758,0.0765791766468434,-0.00453856889196739,0.108626684247377,0.968791617821423,0.0115211830536031,232,-0.127409423315656,-0.0375244212869856,0.0523704532915084,-0.241112231329797,-0.0591262092882505,0.122923758194986,Large Loadings,1,computer11
lv =~ q2,TRUE,0.320217538757566,0.309022547151933,0.0754232953770215,0.0734153437071788,0.0111949916056335,0.113144612377782,0.990441758465552,0.00616826761237868,49,0.316765902074364,0.315571299711391,0.0724054608496815,0.068595204237296,0.00119460236297261,0.0985799110953894,0.995890827776898,0.0054886735853737,768,,,,-0.083085098004519,0.0169384509959228,0.116956479626609,Large Loadings,1,computer11
lv =~ q3,FALSE,0.614047122478234,0.611903121202773,0.0745942357966109,0.0744564785982142,0.00214400127546143,0.121656505039319,0.931372508244473,0.0285465024053428,965,0.623235534777393,0.625343850108206,0.0609369924117835,0.0630697262373911,-0.00210831533081263,0.0869678201924786,0.969048438010886,0.012120580866312,241,-0.0604672582213765,0.0287687364460105,0.117997271559616,-0.212541287118318,-0.0339982158074862,0.144580256196752,Large Loadings,1,computer11
lv =~ q3,TRUE,0.581858571475608,0.590158512157387,0.105527512247769,0.0860294190186383,-0.00829994068177914,0.172391573491694,0.992173141910052,0.00616981813892807,35,0.623742131889226,0.623518219585987,0.0554400645912763,0.0599016132997386,0.000223912303238729,0.0811285620922102,0.995897423135325,0.0053468218648024,759,,,,-0.0967312881491721,0.00387969002654822,0.104489388728905,Large Loadings,1,computer11
lv =~ q4,FALSE,0.637503170900405,0.633226701227578,0.146357887111187,0.14408913829748,0.00427646967282697,0.277615939944754,0.952822404062031,0.0209552883163688,850,0.656256198935061,0.654595838095645,0.062441381512058,0.0535917209612607,0.00166036083941613,0.0811644943174277,0.969036094845548,0.0116552279592688,245,-0.0656351066152091,0.0294466036116279,0.124519644405567,-0.148572083256311,0.0285358698125685,0.205614595649671,Large Loadings,1,computer11
lv =~ q4,TRUE,0.639405080234379,0.621018627126658,0.147932574833298,0.147821739044369,0.018386453107721,0.282935345248188,0.991944515527001,0.00591175138989598,150,0.664787095834257,0.662608055283637,0.0570351152500609,0.0564428702686853,0.00217904055061979,0.0773651127517003,0.996008731315413,0.00536850815817847,755,-0.102305082661085,0.124335983983035,0.350768905053126,-0.0624879667597147,0.0384041162630099,0.13928346911595,Large Loadings,1,computer11
lv =~ q5,FALSE,0.51136786871831,0.501984912657462,0.0912557333592664,0.0962401911309152,0.00938295606084806,0.165396884273722,0.929881546399294,0.0292948246389785,965,0.509314714576663,0.511083727462545,0.0562352816664523,0.0611370207994679,-0.00176901288588146,0.0856318198772226,0.968974917421461,0.012193194483852,246,0.0107552310213533,0.100051691734308,0.189322237863536,-0.206836059774812,-0.0301173650681938,0.146632050468688,Large Loadings,1,computer11
lv =~ q5,TRUE,0.522237271589017,0.5079391809146,0.0827702485768664,0.0884462551726488,0.0142980906744166,0.149073444031858,0.992415510476943,0.00588170121566567,35,0.512421815543606,0.512206715931724,0.0584382278080037,0.0572713139624464,0.000215099611882246,0.080455333537727,0.995831904692551,0.00547044535273472,754,,,,-0.0972262507755279,0.0037177344434972,0.104660485459455,Large Loadings,1,computer11
lv ~1,FALSE,0.101177541227924,0.110294698384646,0.151240736027052,0.151317819124121,-0.00911715715672222,0.25956013530541,0.890503082474361,0.0518915185953258,941,0.109113193992736,0.110965555250494,0.0996640019165892,0.0940372640206409,-0.00185236125775714,0.119931146900987,0.931095171283225,0.0381848412396898,714,-0.150637922564366,-0.0602670571075262,0.0301198288581691,-0.122849210335323,-0.0191178949271526,0.0846201229321863,Small Intercepts,1,computer11
lv ~1,TRUE,0.0967314075274177,0.0713485350087534,0.124139159122353,0.145151901309949,0.0253828725186644,0.238435884382599,0.993699888983192,0.00640919493130339,59,0.0980874474046407,0.0993858745136568,0.0970280979251192,0.0926783566813543,-0.0012984271090161,0.124113202828741,0.995671346707673,0.00620983296374484,286,,,,-0.177581551809838,-0.0136852057594808,0.150223141649539,Small Intercepts,1,computer11
q1 ~1,FALSE,0,0,0,0,0,0,0.890503082474361,0.0518915185953258,941,0,0,0,0,0,0,0.931095171283225,0.0381848412396898,714,,,,,,,Small Intercepts,1,computer11
q1 ~1,TRUE,0,0,0,0,0,0,0.993699888983192,0.00640919493130339,59,0,0,0,0,0,0,0.995671346707673,0.00620983296374484,286,,,,,,,Small Intercepts,1,computer11
q2 ~1,FALSE,-0.0800886739537327,-0.0745836561655914,0.068516493913993,0.068162724221633,-0.00550501778814132,0.0938467098475915,0.891239609894293,0.0512683000012967,944,-0.0790462432435371,-0.0754749907341473,0.0668042076582056,0.0677860694912486,-0.00357125250938985,0.0922794337998448,0.932220762819762,0.0372857747433362,721,-0.170794167418103,-0.0805535680281359,0.00970836919831977,-0.156303585811685,-0.0530670945645447,0.0501878150067662,Small Intercepts,1,computer11
q2 ~1,TRUE,-0.0660991607309519,-0.0688823498300204,0.0734451553873432,0.0665903544862543,0.00278318909906848,0.0983737092308494,0.994849719153925,0.00577226599307337,56,-0.0717329000661962,-0.0737670619160913,0.0656985888319912,0.0686972814000733,0.00203416184989507,0.0897700837635873,0.996040337997978,0.00589336866624188,279,,,,-0.135703251810975,0.0302636634469997,0.196203372469515,Small Intercepts,1,computer11
q3 ~1,FALSE,-0.00555331234877795,-0.00831224645056179,0.074410730135799,0.0728061325992562,0.00275893410178385,0.102742432873796,0.89162603357369,0.0512214985717776,937,-0.00882580768863037,-0.00650366336839975,0.0663359137014519,0.068146698056744,-0.00232214432023062,0.0877707861731523,0.932626128695153,0.0377643340725582,731,-0.0530849718993222,0.0374789977749376,0.12803295937075,-0.137052108404048,-0.0345313615562027,0.0680012084164686,Small Intercepts,1,computer11
q3 ~1,TRUE,0.00623583913448391,0.0125296447324802,0.0777405383176624,0.0665479092764296,-0.0062938055979963,0.106389842564488,0.993408279032045,0.00650303986313159,63,0.00260264659043756,0.00110924533756419,0.0743937311170457,0.0653555029557848,0.00149340125287337,0.0868508028886151,0.99598069703107,0.00574116765549643,269,,,,-0.14768683336743,0.0213280269184936,0.1903229973834,Small Intercepts,1,computer11
q4 ~1,FALSE,0.160707231531958,0.162894370820608,0.115453168324865,0.115043547070044,-0.00218713928864965,0.210681405839321,0.909838942795122,0.0461224175161598,897,0.163052811554396,0.154705528864522,0.0654581810991923,0.0671500449506063,0.00834728268987404,0.0942565331927503,0.931591742428506,0.037578843194557,706,-0.111524989471641,-0.0189775878691538,0.0735751082237756,0.021439615961014,0.125883644680903,0.230283121468373,Small Intercepts,1,computer11
q4 ~1,TRUE,0.176786742641111,0.171821511405068,0.11348424862701,0.115350878767274,0.00496523123604275,0.210104343801692,0.995095817370285,0.00604489002752525,103,0.162202384701928,0.165200974472881,0.0628693751607334,0.0660781912856154,-0.00299858977095259,0.0920582178035074,0.995452242919644,0.00615998386898705,294,-0.229805609196751,0.0433942647879593,0.316487868821046,-0.20815145873947,-0.0464942744070779,0.115202561061702,Small Intercepts,1,computer11
q5 ~1,FALSE,-0.0854807726845459,-0.0813751409962268,0.0681487690599659,0.067552508209532,-0.00410563168831918,0.0945108096432507,0.891416633389702,0.0515244022342163,944,-0.0868232313833941,-0.0845403120250838,0.0637589236701663,0.0660946144078616,-0.00228291935831028,0.0875436805955161,0.931082444142224,0.03778386055425,711,-0.150736560883852,-0.0605092617948409,0.0297340709635306,-0.139108523283575,-0.0351557636082409,0.0688093719532387,Small Intercepts,1,computer11
q5 ~1,TRUE,-0.0734687186185006,-0.0738226024785239,0.0716106547873288,0.070331025753888,0.000353883860023359,0.0961457150352205,0.99322095638768,0.00679185128115972,56,-0.0762295268873936,-0.0720440800119619,0.0698507625054575,0.0632923512137836,-0.00418544687543164,0.0888779851652606,0.995515289631737,0.00596205043764716,289,,,,-0.225855836030463,-0.0627952618164354,0.100319783670365,Small Intercepts,1,computer11
lv ~1,FALSE,-0.071558624632598,-0.076174494003804,0.147297042173633,0.142921067800153,0.004615869371206,0.252936080561544,0.730481672911074,0.0745608759824269,1000,-0.0651292622754672,-0.0551683430373903,0.0903597387552432,0.0891897475795214,-0.00996091923807691,0.111558424617869,0.948466143710417,0.0283187792905649,691,-0.0558557373626182,0.0318060423273118,0.119459864001827,-0.216457891965965,-0.110952227930303,-0.00540642604870823,Medium Intercepts,1,computer11
q1 ~1,FALSE,0,0,0,0,0,0,0.730481672911074,0.0745608759824269,1000,0,0,0,0,0,0,0.948466143710417,0.0283187792905649,691,,,,,,,Medium Intercepts,1,computer11
q2 ~1,FALSE,-0.0187640792482098,-0.0162993763682794,0.104979488173003,0.102865359559761,-0.00246470287993047,0.18622797216992,0.7443501060057,0.0723084578292608,1000,-0.0268798444570357,-0.0261601743474703,0.0646704154945918,0.0630854457701166,-0.000719670109565409,0.0886109849166267,0.948193317549537,0.0275269527513203,679,-0.111367901050499,-0.0237155302540458,0.0639427745943733,-0.11763645001779,-0.0112654671951252,0.0951096691156386,Medium Intercepts,1,computer11
q3 ~1,FALSE,0.007919411124408,0.00567526363641766,0.0759382879657679,0.0744257059211332,0.00224414748799034,0.113162054922751,0.732675448445486,0.0745125085553108,1000,-0.002535484958193,0.00142344808823618,0.0678390365965009,0.0637411785382057,-0.00395893304642919,0.0898107133324554,0.949328614977971,0.0279679155311008,697,-0.0578128502249395,0.029848022690377,0.117501427388695,-0.165148711064368,-0.0601460413812727,0.0448782212799904,Medium Intercepts,1,computer11
q4 ~1,FALSE,0.207791773924259,0.212643346532206,0.309334592144168,0.315201283986634,-0.00485157260794694,0.617556458865504,0.92684161042674,0.0369218449649361,917,0.215543031918605,0.210077967793611,0.065830538145411,0.0651744916890164,0.00546506412499344,0.0931805657841255,0.948747170300743,0.0273931862551561,682,-0.107068299249519,-0.0155358843360395,0.0760007703099505,-0.0227676817549236,0.0834318439024082,0.189600769201475,Medium Intercepts,1,computer11
q4 ~1,TRUE,0.235360399517193,0.193218461993871,0.320840614683845,0.314197164533207,0.0421419375233216,0.627630785907837,0.995201985726288,0.00498376156204163,83,0.217054463946516,0.2194371020456,0.061743121544592,0.0586312165924607,-0.00238263809908405,0.0849222805315731,0.996611890890942,0.00461313564097967,318,,,,-0.195008831472773,-0.0395739216810928,0.115892187670848,Medium Intercepts,1,computer11
q5 ~1,FALSE,0.0271644020403469,0.0237156128298755,0.0976711651476445,0.0944273874034329,0.00344878921047136,0.161093351679317,0.738787298535174,0.0717915112290321,1000,0.0180747892651948,0.0140190470586041,0.0669174118340536,0.0655811034102326,0.00405574220659069,0.0866798426423461,0.948949771831503,0.0282585657186078,694,-0.0517624731370262,0.0359013389806805,0.123556168716129,-0.0440357639304398,0.0612163230192553,0.166446337973611,Medium Intercepts,1,computer11
lv ~1,FALSE,-0.0212822015795017,-0.0182042685684987,0.100913657062022,0.101115144476989,-0.00307793301100296,0.153145788366794,0.637316189400153,0.0882629255784137,1000,-0.0218232453467565,-0.00782116347656364,0.0893831421313378,0.0900958341200201,-0.0140020818701929,0.11914427767461,0.943011126108601,0.0183614908756918,264,-0.118123757251356,-0.0304702246098342,0.0571909318968869,-0.326808374695434,-0.156029099023627,0.0148980289385004,Large Intercepts,1,computer11
q1 ~1,FALSE,0,0,0,0,0,0,0.637316189400153,0.0882629255784137,1000,0,0,0,0,0,0,0.943011126108601,0.0183614908756918,264,,,,,,,Large Intercepts,1,computer11
q2 ~1,FALSE,-0.0378378377063671,-0.0420256941677259,0.0639387435570337,0.0648963343976911,0.0041878564613588,0.0946755221716503,0.637947468414536,0.0881375370496382,1000,-0.0388916449747996,-0.0430195154457715,0.0602082428662251,0.0624551770954185,0.00412787047097196,0.0879165852735831,0.944231827800487,0.0183504259587015,266,-0.0226742273663175,0.0650093259367422,0.152676619802919,-0.10273767109762,0.0672927284051188,0.237259693370127,Large Intercepts,1,computer11
q3 ~1,FALSE,-0.066410381842463,-0.0591891709085245,0.0659341141600045,0.0644864935621425,-0.00722121093393853,0.0942317025312393,0.63791206193783,0.0880127363887512,1000,-0.0639640001262645,-0.0665536588558444,0.0631210094152587,0.0660829732193476,0.00258965872957988,0.0876605018583943,0.943976453570074,0.0181571133719509,266,-0.198436070927552,-0.110730447711332,-0.0229971561146568,-0.129910610312946,0.0400758313677786,0.210024481816337,Large Intercepts,1,computer11
q4 ~1,FALSE,0.418607291881153,0.4194795243015,0.354749133272855,0.350906357002441,-0.000872232420347211,0.699341602769476,0.874371765470139,0.0491454430884838,967,0.394140172625205,0.396524822383853,0.0630946419977282,0.0644149117461378,-0.00238464975864813,0.087021824487333,0.942987828943123,0.0181562182712791,261,-0.0916071221513281,-0.00247208304739533,0.0866635957896986,-0.208969125333215,-0.0374014631595744,0.13420214731287,Large Intercepts,1,computer11
q4 ~1,TRUE,0.39423994992766,0.458967109379484,0.380666237375139,0.364213533949912,-0.0647271594518237,0.740035476155824,0.978834302631357,0.0105017655832404,33,0.395192378421519,0.393694128538645,0.0641269048280074,0.0668221953372495,0.00149824988287371,0.0933406404588947,0.991404678196554,0.0105393730684578,739,,,,-0.0790917169011007,0.0228780895141228,0.124840147036454,Large Intercepts,1,computer11
